"Дата","ID Кампании","Название кампании","Кампания","Площадка","Показы","Клики","Расход до НДС","Визиты"
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",PAO_KIB_FRK1_ProdvizhenieMolodiyePredprinimateli_15apr_30jun25_yandex_banner_rk1265763gr33057_all_cpm,Яндекс.Директ,301676,721,22916.089999999997,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33057_s_m_business_open-accounts_easy-business_corporate_banner,Яндекс.Директ,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33057_s_m_business_open-accounts_easy-business_corporate_banner_Yandex_Direct_banners_18-35_newKV_pix,Яндекс.Директ,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33059_s_m_business_open-accounts_easy-business_corporate_banner,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33059_s_m_business_open-accounts_easy-business_corporate_banner_VK _post-image_18-35,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",Интересы_rk1265763gr33059,VK Реклама,127107,131,9533.0302734375,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",PAO_KIB_FRK1_ProdvizhenieMolodiyePredprinimateli_int_03apr_30jun25_mt_mult_rk1265763gr33060_all_cpm,MyTarget,46604,41,3495.300048828125,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33060_s_m_business_open-accounts_easy-business_corporate_banner,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33060_s_m_business_open-accounts_easy-business_corporate_banner_MyTarget_multiformat_interests_18-35,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",PAO_KIB_FRK1_ProdvizhenieMolodiyePredprinimateli_pov_03apr_30jun25_mt_mult_rk1265763gr33061_all_cpm,MyTarget,19450,86,1556.0,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33061_s_m_business_open-accounts_easy-business_corporate_banner,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33061_s_m_business_open-accounts_easy-business_corporate_banner_MyTarget_multiformat_behavior_18-35,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",PAO_KIB_FRK1_ProdvizhenieMolodiyePredprinimateli_fizlitsa_dmp_sp_03apr_30jun25_mt_banner_rk1265763gr33062_all_cpm,MyTarget,193263,177,12562.099609375,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",PAO_KIB_FRK1_ProdvizhenieMolodiyePredprinimateli_fizlitsa_dmp_sp_30apr_30jun25_mt_banner_test_rk1265763gr33062_all_cpm,MyTarget,189177,280,12296.509765625,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33062_s_m_business_open-accounts_easy-business_corporate_banner,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33062_s_m_business_open-accounts_easy-business_corporate_banner_MyTarget_multiformat_SberProfile_18-35,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33062_s_m_business_open-accounts_easy-business_corporate_banner_MyTarget_multiformat_SberProfile_18-35-mail,MyTarget,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33064,VK Реклама,21293,36,8091.33984375,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33064 Анимация,VK Реклама,21001,33,7980.3798828125,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33064_s_m_business_open-accounts_easy-business_corporate_banner,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33064_s_m_business_open-accounts_easy-business_corporate_banner_VK_Billboard_18-35,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33064_s_m_business_open-accounts_easy-business_corporate_banner_VK_Billboard_18-35_newKV,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33071_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_18-35_300_600,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33071_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_18-35_320_250,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33071_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_18-35_Native600x450,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33071_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_18-35_newKV_300_600_code,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33071_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_18-35_newKV_320_250_code,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_smz_300_600,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_smz_320_250,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_smz_Native600x450,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_smz_newKV_300_600_code,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33072_s_m_business_open-accounts_easy-business_corporate_banner_Avito_pack_smz_newKV_320_250_code,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33073_s_m_business_open-accounts_easy-business_corporate_banner,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33073_s_m_business_open-accounts_easy-business_corporate_banner_Avito_Native_Snippet_18-35_500x500,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33074_s_m_business_open-accounts_easy-business_corporate_banner_Avito_Native_Snippet_smz_500_500,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33075_s_m_business_open-accounts_easy-business_corporate_banner_Avito_Premium_18-35_newKV_300_900_code,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33075_s_m_business_open-accounts_easy-business_corporate_banner_Avito_Premium_18-35_others,Avito (Медиа),,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",easy_business_corporate_perform_frk_rk1265763gr33112_rs_context_gen7d_rus_vkads,VK Реклама,12865,362,2600.0,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",easy_business_corporate_perform_frk_rk1265763gr33112_rs_lal_zayvkarko_predsmall_rus_vkads,VK Реклама,45097,2106,5000.0,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",easy_business_corporate_perform_frk_rk1265763gr33112_rs_ret_allrkolp30_rus_vkads,VK Реклама,,,,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_network_animation_rus,Яндекс.Директ,16351,155,3188.76,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_network_general_rus,Яндекс.Директ,2208,25,2364.36,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_network_remarketing_animation_rus,Яндекс.Директ,1376,17,3011.26,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_network_remarketing_rus,Яндекс.Директ,961,14,1802.8400000000001,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_search_brand_rus,Яндекс.Директ,181,42,4843.400000000001,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_search_mkb_rus,Яндекс.Директ,17,2,405.09999999999997,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_search_remarketing_rus,Яндекс.Директ,179,12,2814.75,0
2025-05-30,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",open-accounts_molodezhka_corporate_perform_frk_rk1265763gr33113_context_tg_rus,Яндекс.Директ,589,,,0
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_rostovnd_corporate_media_frk_may2025_banner_rk1305055gr34427_,rostovgazeta.ru,,,,5
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_rostovnd_corporate_media_frk_may2025_banner_rk1305055gr34435_,Timepad,,,,6
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_nnovgorod_corporate_media_frk_may2025_banner_rk1305055gr34884_,Regionza,,,,118
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_nnovgorod_corporate_media_frk_may2025_banner_rk1305055gr34893_,Timepad,,,,18
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_rostovnd_corporate_media_frk_may2025_banner_rk1305055gr35131_,NativeRent,,,,209
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_rostovnd_corporate_media_frk_may2025_banner_rk1305055gr35131_NativeRent,NativeRent,,,,0
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_nnovgorod_corporate_media_frk_may2025_banner_rk1305055gr35196_,NativeRent,,,,61
2025-05-30,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_nnovgorod_corporate_media_frk_may2025_banner_rk1305055gr35196_NativeRent,NativeRent,,,,0
2025-05-30,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34660_dmp_rus,VK Реклама,,,,2
2025-05-30,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34660_ret_rus,VK Реклама,,,,1
2025-05-30,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34661_context_network_segment_rus,Яндекс.Директ,1,,,3
2025-05-30,1361887,ФРК4_Продвижение_РКО в рупиях за 0_май-июнь 2025,rk1361887gr35204,Telegram Ads,26571,29,6233.43017578125,0
2025-05-31,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_network_customaudience_rus,Яндекс.Директ,,,,4
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.den-samozanyatogo_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.green-week_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_sep_rus,Яндекс.Директ,,,,0
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_interes_jul_rus,Яндекс.Директ,,,,0
2025-05-31,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_rk443264gr2490_context_network_general_feb_rus,Яндекс.Директ,,,,0
2025-05-31,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29682_rs_ret_40sec_66scroll_short_vkads_rus,VK Реклама,,,,0
2025-05-31,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),businessapps_realty_corporate_perform_god_rk1164175gr29690_context_network_remarketing_dkk_rus,Яндекс.Директ,,,,0
2025-05-31,1164244,Годовой Performance РКО + ОТР (Торговля B2C),businessapps_trade_perform_god_rk1164244gr29696_context_tk_autotarget_rus,Яндекс.Директ,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,open-accounts_corporate_perform_god_20220100016_rk436516gr2234_context_network_keyword_online_pvb_yxprrko,Яндекс.Директ,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,test_b_open-accounts_corporate_perform_god_20220100016_rk436516gr2234_context_network_keyword_rus_yxprrko,Яндекс.Директ,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1421_dkk_vkads_ru,VK Реклама,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1575_dkk_vkads_ru,VK Реклама,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1577_dkk_vkads_ru,VK Реклама,,,,0
2025-05-31,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1584_dkk_vkads_ru,VK Реклама,,,,0
2025-05-31,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33047,Telegram Ads,9545,18,3475.179931640625,0
2025-05-31,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33048_s_m_business_open-accounts_easy-business_corporate_banner,Rambler.ru,,,,0
2025-05-31,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33055_s_m_business_open-accounts_easy-business_corporate_banner,Яндекс.Директ,,,,0
2025-05-31,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33075_s_m_business_open-accounts_easy-business_corporate_banner,Avito (Медиа),,,,0
2025-05-17,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",rk1305055gr34411,Telegram Ads,57285,81,6957.0400390625,21
2025-05-17,1305055,"ФРК4 Бизнес-Фест, апрель-декабрь 2025",s_m_business_SBFest_rostovnd_corporate_media_frk_may2025_banner_rk1305055gr34425_,Regionza,,,,4
2025-05-17,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34660_dmp_rus,VK Реклама,1820,8,622.7000122070312,1
2025-05-17,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),s_m_business_ecom_corporate_perform_frk_rk1329310gr34661 _context_network_remarketing_rus,Яндекс.Директ,,,,4
2025-05-17,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),s_m_business_ecom_corporate_perform_frk_rk1329310gr34661_context_network_remarketing_rus,Яндекс.Директ,1521,3,983.03,0
2025-05-17,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34661 _context_network_segment _rus,Яндекс.Директ,,,,5
2025-05-17,1329310,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025 (Воронка по ОТР Мероприятиям),sberbusiness.live_ecom_corporate_perform_frk_rk1329310gr34661_context_network_segment_rus,Яндекс.Директ,4462,4,113.51,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29340_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29340_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_Bankiros_FS,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29341_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29341_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_Bankiros_Top-Billboard,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29342_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29342_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_Bankiros_Bottom-Billboard,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29343_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display,РКО.РФ,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29343_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_RKO-rf_FS,РКО.РФ,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29344_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_Bankiros_Partner,Bankiros,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29345_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display,РКО.РФ,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr29345_s_m_business_open-accounts_corporate_rko_rk-bankiros_2025_display_RKO-rf_Product,РКО.РФ,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33201_s_m_business_open-accounts_corporate_rko_rk-vbr_2025_display,Выберу,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__accountant_240x400,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__accountant_300x300,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__accountant_320x100,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__accountant_990x140,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__lawyer_240x400,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__lawyer_300x300,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__lawyer_320x100,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33898_s_m_business_nbs_accounting_corporate_banner_glavbukh_ru__lawyer_990x140,glavbukh.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__accountant_240x400,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__accountant_300x300,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__accountant_320x100,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__accountant_990x140,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__lawyer_240x400,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__lawyer_300x300,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__lawyer_320x100,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33900_s_m_business_nbs_accounting_corporate_banner_fd_ru__lawyer_990x140,fd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__accountant_240x400,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__accountant_300x300,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__accountant_320x100,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__accountant_990x140,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__lawyer_240x400,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__lawyer_300x300,gd.ru,,,,0
2025-05-18,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33901_s_m_business_nbs_accounting_corporate_banner_gd_ru__lawyer_320x100,gd.ru,,,,0
